gene	uemd
ECSIT	0
ECT2	0
ECT2L	0
EDA	0.205636743215032
EDA2R	0.103340292275574
EDAR	0
EDC3	0.00979560052558909
EDC4	0
EDDM3A	0.000644480313752693
EDEM1	0
EDEM3	0
EDIL3	0
EDN1	0
EDN2	0
EDNRA	0.0242668098474591
EDNRB	0
EDRF1	0
EEA1	0.00380351771195316
EED	0.112092051465046
EEF1A1	0
EEF1A2	0.0242668098474591
EEF1AKMT1	0.0242668098474591
EEF1AKMT2	0
EEF1AKMT3	0
EEF1B2	0.0880703609089756
EEF1D	0
EEF1G	0
EEF2	0.294750945460123
EEF2K	0
EEF2KMT	0
EEFSEC	0
EEPD1	0
EFCAB12	0
EFCAB13	0
EFCAB14	0
EFCAB3	0.0485336196949181
EFCAB5	0
EFCAB6	0
EFCAB7	0
EFCAB8	0
EFCC1	0
EFEMP1	0
EFEMP2	0
EFHB	0
EFHC1	0
EFHC2	0.295407098121085
EFL1	0
EFNA1	0
EFNA3	0.00808810287673333
EFNA4	0
EFNA5	0.000245119291388476
EFNB1	0.103340292275574
EFNB2	0.0625145904340112
EFR3B	0
EFTUD2	0.208769934701555
EGF	0
EGFL6	0.206680584551149
EGFL8	0
EGFLAM	0
EGFR	0
EGR1	0
EGR2	0.0336630493506841
EGR4	0
EHBP1	0
EHBP1L1	0
EHD1	0
EHD2	0
EHD3	0
EHD4	0
EHF	0
EHHADH	0
EHMT1	0
EHMT2	0
EID3	0
EIF1AD	0
EIF2A	0
EIF2AK1	0
EIF2AK2	0
EIF2AK3	0
EIF2AK4	0
EIF2B1	0.0880703609089756
EIF2B2	0
EIF2B4	0
EIF2S1	0.0880703609089756
EIF2S2	0.0242668098474591
EIF2S3	0.206680584551149
EIF3A	0
EIF3B	0
EIF3D	0
EIF3G	0
EIF3I	0.357510655185523
EIF3J	0.0242668098474591
EIF3K	0
EIF3L	0
EIF3M	0.125519419450799
EIF4A1	0.000644480313752693
EIF4A2	0.640133198156436
EIF4A3	0.372780586552121
EIF4B	0
EIF4E2	0
EIF4ENIF1	0
EIF4G1	0
EIF4G2	0
EIF4G3	0
EIF5	0
EIF5B	0
EIPR1	0.00890600092044793
ELAC1	0
ELAC2	0
ELANE	0
ELAVL1	0.303757828810021
ELF1	0.0344617713954125
ELF2	0
ELF3	0
ELF4	0.395615866388309
ELFN1	0
ELFN2	0
ELK1	0.103340292275574
ELK3	0
ELL	0
ELL2	0
ELL3	0.127607102123033
ELMO1	0.0784923662849252
ELMO2	0
ELMOD1	0
ELMOD2	0
ELMOD3	0
ELN	0
ELOA	9.08775604127341e-05
ELOA2	0
ELOC	0.103340292275574
ELOF1	0.0638035510615166
ELOVL3	0.19141065318455
ELOVL4	0
ELOVL5	0.126563260786916
ELOVL6	0.093945720250522
ELP1	0
ELP2	0
ELP4	0
ELP5	0.137003341626258
ELP6	0
ELSPBP1	0.0242668098474591
EMB	0
EMC1	0
EMC10	0
EMC2	0
EMC4	0
EMC7	0
EMC9	0
EME1	0
EMID1	0
EMILIN1	0
EMILIN2	0
EMILIN3	0
EML1	0
EML2	0
EML3	0
EML4	0
EML5	0
EML6	0
EMP1	0.0638035510615166
EMSY	0
EMX2	0
EN1	0
ENAH	0.0868355933220833
ENAM	0
ENC1	0.0242668098474591
ENDOU	0
ENDOV	0
ENG	0
ENKUR	0
ENO3	0
ENOPH1	0.0242668098474591
ENOSF1	0
ENOX1	0.000581116143189685
ENOX2	0.103340292275574
ENPEP	0
ENPP1	0
ENPP2	0.161416055813829
ENPP3	0
ENPP4	0.17693944386268
ENPP5	0
ENPP6	0
ENPP7	0
ENSA	0.0246661708698233
ENTHD1	0.00033599685180121
ENTPD2	0
ENTPD4	0
ENTPD5	0
ENTPD6	0
ENTPD7	0.19727600765706
ENTPD8	0
ENTR1	0
EOGT	0.0178120018408959
EOMES	0
EP300	0
EP400	0
EPAS1	0
EPB41	0
EPB41L1	0
EPB41L2	0
EPB41L3	0
EPB41L4A	0
EPB41L4B	0
EPB41L5	0
EPC1	0
EPC2	0
EPG5	0
EPHA1	0
EPHA10	0
EPHA2	0
EPHA3	0
EPHA4	0.00890600092044793
EPHA5	0
EPHA6	0
EPHA7	0
EPHA8	0
EPHB1	0.0889599605141167
EPHB2	0
EPHB3	0
EPHB4	0
EPHB6	0
EPHX1	0
EPHX3	0
EPHX4	0
EPN1	0
EPN3	0.0242668098474591
EPOR	0
EPPK1	0
EPRS	0
EPS15	0.000581116143189685
EPS8	0.0561231465980112
EPS8L1	0
EPX	0
EPYC	0
EQTN	0
ERAP1	0
ERAP2	0
ERBB2	0.251810881295563
ERBB3	0.381668245212671
ERBB4	0
ERBIN	0
ERC1	0
ERC2	0
ERCC2	0
ERCC3	0
ERCC4	0
ERCC6	0
ERCC6L	0.310020876826722
ERCC6L2	0
ERCC8	0
ERF	0.00128896062750539
ERG	0
ERG28	0
ERI2	0
ERICH3	0
ERICH5	0
ERICH6	0
ERICH6B	0
ERLEC1	0
ERLIN1	0
ERMAP	0
ERMARD	0
ERMP1	0
ERN1	0
ERN2	0
ERO1A	0
ERV3-1	0
ERVFRD-1	0
ERVMER34-1	0
ERVW-1	0
ESAM	9.08775604127341e-05
ESCO1	0
ESD	0
ESF1	0
ESPL1	0
ESPN	0
ESR1	0
ESR2	0
ESRP1	0
ESRP2	0
ESRRB	0
ESRRG	0.2861550954798
ESS2	0
ESYT1	0
ESYT3	0
ETAA1	0
ETF1	0.0625145904340112
ETFB	0
ETFDH	0
ETHE1	0
ETNK1	0.127607102123033
ETNK2	0
ETNPPL	0
ETS1	0.000490238582776951
ETS2	0.00067199370360242
ETV1	0.0405530691603247
ETV3	0
ETV3L	0
ETV5	0.0974666004122005
ETV6	0
EVA1C	0
EVC	0
EVC2	0
EVI2B	0
EVI5	0
EVI5L	0
EVPL	0
EWSR1	0
EXD1	0
EXD2	0.0232863326819052
EXO1	0
EXOC1	0
EXOC2	0
EXOC3	0
EXOC3L1	0
EXOC4	0
EXOC5	0
EXOC6	0
EXOC6B	0
EXOC7	0
EXOC8	0
EXOSC3	0
EXOSC8	0
EXOSC9	0.191811681685087
EXPH5	0
EXT2	0
EXTL3	0
EYA1	0
EYA3	0.00939623950322488
EYA4	0
EYS	0
EZH1	0.000245119291388476
EZH2	0.000245119291388476
EZHIP	0.206680584551149
EZR	0
F10	0.0101949615479533
F11	0
F11R	0
F13A1	0
F13B	0
F2	0
F2R	0
F2RL2	0
F5	0
F7	0
F8	1.11795407098121
F9	0.103340292275574
FA2H	0
FAAH	0
FAAP24	0.0240216905560706
FABP1	0.0242668098474591
FABP12	0
FABP7	0
FABP9	0
FADS2	0.294750945460123
FADS6	0
FAF1	0
FAF2	0.0330185690369313
FAH	0
FAHD2A	0
FAIM	0
FAM102A	0
FAM102B	0.00906024265142367
FAM107B	0
FAM111A	0
FAM111B	0
FAM114A1	0
FAM114A2	0
FAM117A	0.000245119291388476
FAM117B	0
FAM118B	0
FAM120A	0.00033599685180121
FAM120C	0.825678496868477
FAM122B	0.206680584551149
FAM124A	0
FAM124B	0
FAM126A	0
FAM131A	0.0888690829537041
FAM131B	0
FAM133A	0.0949895615866389
FAM133B	0.0638035510615166
FAM135A	0
FAM135B	0
FAM13A	0
FAM13B	0.0809710725886597
FAM13C	0.0405530691603247
FAM149A	0
FAM149B1	0
FAM151A	0
FAM151B	0
FAM153B	0
FAM155A	0.000735357874165427
FAM155B	0.103340292275574
FAM160A1	0
FAM160A2	0
FAM160B1	0
FAM160B2	0
FAM161A	0
FAM162A	0.187389529571058
FAM162B	0.000245119291388476
FAM167A	0.112337170756435
FAM168B	0.0242668098474591
FAM169A	0
FAM169B	0
FAM170B	0.00033599685180121
FAM171A1	0
FAM171B	0
FAM172A	0.000490238582776951
FAM177B	0.0871807613038345
FAM180A	0
FAM180B	0
FAM184A	0
FAM184B	0
FAM186A	0
FAM186B	0
FAM187B	0
FAM189A1	0
FAM189A2	0
FAM189B	0
FAM192A	0
FAM193A	0
FAM193B	0
FAM199X	0.194154488517746
FAM200A	0
FAM200B	0
FAM205A	0
FAM209A	0
FAM20A	0
FAM20C	0
FAM210A	0.0638035510615166
FAM214A	0
FAM214B	0
FAM217A	0
FAM217B	0
FAM219A	0.206680584551149
FAM219B	0
FAM220A	0
FAM221A	0
FAM222B	0
FAM227A	0
FAM227B	0
FAM229B	0
FAM234A	0
FAM234B	0
FAM237A	0
FAM241A	0
FAM241B	0.0638035510615166
FAM3C	0.0242668098474591
FAM47A	0.925887265135701
FAM47B	0.514613778705638
FAM47C	0.920668058455116
FAM49B	0.112337170756435
FAM53C	0
FAM71A	0
FAM71B	0
FAM71D	0
FAM71E2	0
FAM76A	0
FAM76B	0
FAM78A	0
FAM81A	0
FAM81B	9.08775604127341e-05
FAM83A	0
FAM83B	0
FAM83C	0
FAM83F	0
FAM83G	0
FAM83H	0
FAM8A1	0
FAM90A1	0
FAM91A1	0
FAM98A	0.0240216905560706
FAM98B	0
FAM98C	0
FAM9B	0.206680584551149
FAM9C	0.0991649269311066
FAN1	0
FANCA	0
FANCB	0.310020876826722
FANCC	0
FANCD2	0
FANCD2OS	0.153471356059949
FANCE	0.000490238582776951
FANCI	0
FANCL	0
FANCM	0
FANK1	0.146654705289908
FAP	0.0784923662849252
FAR1	0.0246661708698233
FARP1	0
FARP2	0
FARSA	0
FARSB	0
FAS	0
FASLG	0
FASN	0
FASTKD1	0
FASTKD2	0
FASTKD3	0
FASTKD5	0
FAT1	0
FAT2	0
FAT3	0
FAT4	0
FBF1	0
FBH1	0
FBL	0.000490238582776951
FBLL1	0
FBLN1	0
FBLN2	0
FBN1	0
FBN2	0
FBN3	0
FBRS	0
FBRSL1	0
FBXL12	0
FBXL13	0
FBXL14	0
FBXL17	0
FBXL18	0
FBXL19	0
FBXL2	0.0638035510615166
FBXL4	0
FBXL5	0.0178120018408959
FBXL7	0
FBXL8	0
FBXO10	0
FBXO11	0.150830070634375
FBXO15	0.0246661708698233
FBXO21	0.00033599685180121
FBXO24	0
FBXO25	0
FBXO27	0
FBXO28	0.000490238582776951
FBXO3	0.150830070634375
FBXO30	0
FBXO32	0
FBXO33	0
FBXO34	0
FBXO38	0
FBXO39	0
FBXO40	0
FBXO41	0
FBXO43	0.000490238582776951
FBXO47	0
FBXO7	0
FBXW10	0
FBXW12	0
FBXW2	0.151873911970492
FBXW4	0
FBXW7	0.480997418743789
FBXW8	0
FBXW9	0
FCAR	0
FCER1A	0
FCER2	0
FCF1	0
FCGBP	0
FCGR1A	0
FCGR2A	0
FCGR3A	0
FCGR3B	0
FCHO1	0
FCHO2	0
FCHSD1	0
FCMR	0
FCN2	0
FCRL1	0.0579298591981432
FCRL2	0
FCRL3	0
FCRL4	0
FCRL5	0
FCRLA	0.000245119291388476
FCSK	0
FDCSP	0.0220607362249628
FDPS	0
FDXR	0
FEM1A	0
FEM1B	0
FEM1C	0
FEN1	0
FER	0.0176302467200704
FER1L5	0
FER1L6	0
FERD3L	0
FERMT1	0
FERMT2	0
FERMT3	0
FES	0
FETUB	0
FEV	0
FEZ1	0
FEZF2	0
FFAR4	0
FGA	0
FGB	0
FGD1	0.102296450939457
FGD2	0.160380551868576
FGD3	0
FGD4	0
FGD5	0
FGD6	0
FGF10	0.0862911616986933
FGF11	0
FGF12	0
FGF13	0.310020876826722
FGF16	0
FGF18	0.000644480313752693
FGF21	0
FGF23	0.128006463145397
FGF6	0
FGF7	0.166100002000974
FGF8	0
FGFBP2	0
FGFR1	0
FGFR2	0.635702708651544
FGFR3	0
FGFR4	0
FGFRL1	0
FGG	0
FGGY	0
FGL2	0
FGR	0
FH	0
FHAD1	0
FHDC1	0
FHIT	0
FHL1	0.310020876826722
FHL2	0
FHL3	0
FHL5	0.0489329807172823
FHOD1	0
FHOD3	0
FIBCD1	0
FIBIN	0
FIBP	0
FICD	0
FIG4	0
FIGLA	0.000490238582776951
FIGN	0
FIGNL1	0
FILIP1	0
FILIP1L	0
FIP1L1	0
FIZ1	0
FJX1	0
FKBP15	0
FKBP2	0.10125260960334
FKBP5	0
FKBP6	0
FKBP8	0
FKBP9	0
FKBPL	0
FLAD1	0
FLG	0
FLG2	0
FLI1	0
FLII	0
FLJ44635	0
FLNA	0.925887265135701
FLNB	0
FLNC	0
FLOT1	0
FLOT2	0
FLRT2	0
FLRT3	0.000735357874165427
FLT1	0
FLT3LG	0.000245119291388476
FLVCR1	0
FLYWCH1	0
FMN1	0
FMN2	0
FMNL1	0
FMNL2	0
FMNL3	0
FMO1	0
FMO3	0
FMO4	0
FMO5	0
FMOD	0
FMR1	0.516701461377871
FMR1NB	0.206680584551149
FN1	0
FN3K	0
FN3KRP	0.0631590707477639
FNBP1L	0
FNBP4	0
FNDC1	0
FNDC11	0
FNDC3A	0
FNDC3B	0
FNDC4	0.0638035510615166
FNDC7	0
FNIP1	0
FNIP2	0
FNTA	0
FNTB	0.0618701101202586
FOCAD	0
FOLH1	0.017448491599245
FOLH1B	0
FOLR1	0
FOPNL	0
FOSB	0
FOSL2	0
FOXA1	0.761621489124708
FOXA2	0
FOXA3	0
FOXC1	0
FOXD3	0
FOXD4L1	0
FOXD4L3	0
FOXI2	0
FOXJ2	0
FOXJ3	0
FOXK1	0
FOXK2	0
FOXM1	0
FOXN1	0
FOXN2	0
FOXN3	0
FOXN4	0
FOXO3	0
FOXO4	0.51043841336117
FOXP1	0.000889599605141169
FOXP2	0
FOXP3	0.103340292275574
FOXR2	0.206680584551149
FPGS	0
FPGT	0
FPR2	0
FPR3	0
FRA10AC1	0
FRAS1	0
FREM1	0
FREM2	0
FRG1	0.0475531425293642
FRG2	0.103340292275574
FRG2C	0.103340292275574
FRK	0
FRMD1	0
FRMD3	0
FRMD4A	0
FRMD4B	0
FRMD5	0
FRMD6	0
FRMD7	0.310020876826722
FRMD8	0
FRMPD1	0
FRMPD2	0
FRMPD3	0.10125260960334
FRMPD4	1.21398747390397
FRRS1	0
FRS2	0
FRS3	0
FRY	0
FRYL	0
FRZB	0
FSCB	0
FSCN1	0
FSCN2	0
FSCN3	0
FSD1	0
FSD1L	0
FSD2	0
FSHR	0
FSIP2	0
FSTL1	0
FSTL4	0
FSTL5	2.7513389849727e-05
FTHL17	0.206680584551149
FTO	0
FTSJ3	0
FUBP1	0.00104384133611691
FUBP3	0
FUCA1	0
FUCA2	0
FUNDC1	0.103340292275574
FUNDC2	0.103340292275574
FURIN	0
FUS	0
FUT10	0
FUT11	0
FUT3	0
FUT5	0
FUT6	0
FUZ	0
FXR1	0.0520553335956833
FXR2	0
FXYD3	0.191810014206914
FYB1	0.000181755120825468
FYB2	0
FYCO1	0
FYN	0.103340292275574
FZD10	0
FZD2	0
FZD3	0.0489329807172823
FZD4	0
FZD5	0
FZD6	0
FZD7	0
FZD8	0
FZD9	0
G2E3	0
G3BP1	0
G3BP2	0.214388502404504
G6PC	0
G6PC2	0.15122943165674
G6PD	0.310020876826722
GAA	0
GAB1	0
GAB2	0
GAB3	0.397703549060543
GAB4	0
GABARAP	0.103340292275574
GABARAPL2	0.10125260960334
GABBR1	0
GABBR2	0
GABPB1	0
GABRA1	0.0246661708698233
GABRA3	0.307933194154488
GABRA4	0.302059502291115
GABRA5	0
GABRA6	0
GABRB1	0.126563260786916
GABRB2	0.41231732776618
GABRB3	0
GABRE	0.206680584551149
GABRG1	0.118202525228945
GABRG2	0.00939623950322488
GABRG3	0.294750945460123
GABRQ	0.206680584551149
GABRR1	0
GAD1	0
GAD2	0
GADL1	0
GAK	0
GAL	0
GAL3ST1	0
GAL3ST3	0
GALC	0
GALK2	0
GALM	0
GALNS	0
GALNT1	0.111846932173658
GALNT10	0
GALNT11	0
GALNT12	0
GALNT13	0
GALNT14	0
GALNT16	0
GALNT17	0.118882856323411
GALNT18	0
GALNT2	0
GALNT3	0
GALNT5	0
GALNT6	0
GALNT8	0
GALNT9	0
GALNTL5	0.000735357874165427
GALR1	0
GAN	0
GANAB	0
GANC	0
GAP43	0
GAPDH	0
GAPT	0
GAPVD1	0
GAREM1	0
GAREM2	0
GARNL3	0
GARS	0
GART	0
GAS2	0.00939623950322488
GAS2L1	0
GAS2L2	0
GAS2L3	0
GAS6	0
GAS7	0.00890600092044793
GAS8	0
GASK1A	0
GATA1	0.100208768267224
GATA3	0.235023544791799
GATA4	0
GATAD2B	0.000490238582776951
GATB	0
GATM	0.0336630493506841
GBA	0
GBA2	0
GBE1	0
GBF1	0
GBGT1	0
GBP3	0
GBP4	0.22467434151287
GBP5	0
GBP6	0
GBP7	0
GC	0
GCAT	0
GCC1	9.08775604127341e-05
GCC2	0
GCDH	0
GCGR	0
GCH1	0
GCK	0.0485336196949181
GCKR	0
GCLC	0.000490238582776951
GCM2	0
GCN1	0
GCNA	0.508350730688936
GCNT3	0
GCNT4	0
GCSAM	0
GDA	0
GDAP1	0.0728004295423772
GDAP2	0
GDF10	0
GDF2	0
GDF3	0
GDF9	0.315886231299232
GDI1	0.413361169102297
GDPD2	0.103340292275574
GDPD4	0
GDPD5	0
GDPGP1	0
GEMIN2	0
GEMIN4	0
GEMIN5	0
GEMIN8	0.103340292275574
GEN1	0
GET4	0
GFAP	0
GFI1	0
GFM1	0
GFM2	0
GFOD1	0
GFOD2	0.0676529244232193
GFPT1	0
GFPT2	0
GFRA2	0
GFRAL	0
GGA1	0
GGA2	0
GGA3	0
GGN	0
GGNBP2	0
GGPS1	0
GGT1	0
GGT7	0
GH1	0
GH2	0
GHR	0
GHRH	0.0631590707477639
GHRHR	0
GHRL	0
GHSR	0
GIGYF1	0
GIGYF2	0
GIMAP1	0
GIMAP2	0
GIMAP4	0
GIMAP6	0
GIMAP7	0
GIMAP8	0.0974666004122005
GIN1	0
GINM1	0
GINS1	0.0242668098474591
GINS3	0
GINS4	0
GIP	0
GIPC1	0
GIPR	0
GIT1	0
GIT2	0
GJA1	0
GJA10	0
GJA4	0
GJA5	0.127607102123033
GJA9	0
GJB2	0
GJB3	0
GJB5	0
GJB6	0
GJC1	9.08775604127341e-05
GJD2	0.0242668098474591
GJD4	0
GK	0.310020876826722
GK2	0
GK5	0
GKN2	0
GLA	0.308977035490605
GLB1	0
GLB1L	0
GLB1L2	0
GLB1L3	0
GLCCI1	0
GLCE	0.151873911970492
GLDC	0
GLE1	0
GLG1	0
GLI1	0
GLI2	0
GLI3	0
GLI4	0
GLIPR1	0
GLIPR1L2	0
GLIS1	0
GLMN	0
GLMP	0
GLP2R	0
GLRA2	0.103340292275574
GLRA3	0
GLRB	0
GLRX	0
GLRX3	0
GLS	0
GLT1D1	0
GLT8D1	0
GLT8D2	0
GLUD1	0
GLUD2	0.310020876826722
GLUL	0
GLYATL2	0
GLYCTK	0
GLYR1	0
GM2A	0
GMCL2	0
GMDS	0.00939623950322488
GMEB1	0.177738165907408
GMEB2	0
GMFG	0.103340292275574
GMNN	0
GMPR2	0
GMPS	0
GNA11	0.10125260960334
GNA12	0
GNA14	0
GNAI2	0.151873911970492
GNAO1	0.00899687848086066
GNAQ	0.103340292275574
GNAS	0
GNAT2	0
GNAZ	0.0856466813849406
GNB1L	0
GNB2	0.0242668098474591
GNB5	0
GNE	0
GNG2	0.103340292275574
GNL1	0
GNL2	0
GNL3	0
GNL3L	0.413361169102297
GNPAT	0
GNPDA2	0.0871807613038345
GNPNAT1	0
GNPTAB	0
GNPTG	0
GNRH1	0.0638035510615166
GOLGA1	0.00251455708444776
GOLGA2	0
GOLGA3	0
GOLGA4	0
GOLGA5	0
GOLGA6L2	0
GOLGA6L7	0
GOLGA7B	0.0612256298065059
GOLGB1	0
GOLIM4	0
GOLM1	0
GOLPH3	0.0242668098474591
GON4L	0
GOPC	0.000245119291388476
GORAB	0.111692690442682
GORASP1	0
GORASP2	0
GOSR1	0
GOT2	0
GP1BA	0
GP2	0
GP5	0
GP6	0
GPAA1	0
GPALPP1	0
GPAM	0
GPANK1	0
GPAT3	0
GPAT4	0.0493323417396466
GPATCH1	0
GPATCH2	0.0016883216498696
GPATCH3	0
GPATCH4	0
GPATCH8	0
GPBAR1	0
GPBP1	0
GPBP1L1	0.0467269070947861
GPC2	0
GPC3	0.103340292275574
GPC5	0
GPC6	0
GPD1	0
GPD2	0
GPHN	0
GPI	0
GPKOW	0.310020876826722
GPLD1	0
GPM6A	0.0638035510615166
GPM6B	0.413361169102297
GPN2	0
GPNMB	0
GPR1	0.0731997905647415
GPR101	0.516701461377871
GPR107	0
GPR108	0
GPR119	0.0949895615866389
GPR12	0.000245119291388476
GPR132	0
GPR137	0
GPR137B	0.000490238582776951
GPR139	0
GPR141	0
GPR142	0
GPR143	0.310020876826722
GPR149	0
GPR15	0
GPR151	0
GPR153	0
GPR155	0
GPR156	0
GPR158	0
GPR160	0
GPR161	0
GPR162	0
GPR17	0
GPR171	0
GPR173	0.103340292275574
GPR174	0.516701461377871
GPR179	0
GPR180	0
GPR182	0
GPR183	0
GPR19	0
GPR20	0
GPR22	0
GPR27	0
GPR3	0
GPR31	0
GPR34	0.308977035490605
GPR35	0
GPR37	0
GPR37L1	0
GPR39	0
GPR42	0
GPR50	0.310020876826722
GPR55	0
GPR6	0
GPR61	0
GPR63	0
GPR78	0
GPR83	0
GPR84	0.00890600092044793
GPR85	0
GPR87	0
GPRASP1	0.516701461377871
GPRC5B	0
GPRC6A	0
GPRIN1	0
GPRIN3	0
GPS2	0.0625145904340112
GPSM2	0.258746756754954
GPT	0
GPT2	0
GPX5	0
GPX7	0
GRAMD1A	0
GRAMD1B	0
GRAMD1C	0
GRAMD2A	0
GRAMD2B	0
GRAMD4	0
GRAP2	0
GRASP	0.0470629039465873
GRB10	0
GRB14	0
GRB2	0
GRB7	0
GREB1	0
GREB1L	0
GREM1	0.000644480313752693
GREM2	0.0101949615479533
GRHL1	0
GRHL2	0.000181755120825468
GRHL3	0.122931493326753
GRHPR	0
GRIA1	0.527388328986774
GRIA2	0
GRIA3	0.930062630480168
GRIA4	0.160625671159965
GRID1	0
GRID2	0
GRID2IP	0
GRIK1	0.140925250288474
GRIK2	0.234070581016095
GRIK3	0
GRIK4	0
GRIK5	0
GRIN1	0.0638035510615166
GRIN2A	0
GRIN2B	0.391818184849959
GRIN2C	0
GRIN2D	0
GRIN3A	0
GRIN3B	0
GRIP1	0
GRIPAP1	0.30062630480167
GRK1	0
GRK4	0
GRK5	0
GRK6	0
GRK7	0
GRM1	0
GRM2	0
GRM3	0.313144063444209
GRM4	0
GRM5	0
GRM6	0
GRM7	0
GRM8	0
GRN	0
GRPEL2	0.0242668098474591
GRPR	0.103340292275574
GRTP1	0
GRWD1	0
GRXCR1	0
GRXCR2	0.0485336196949181
GSAP	0
GSDMB	0.0242668098474591
GSDMC	0
GSDME	0
GSE1	0
GSG1L	0
GSK3A	0.231346755420971
GSKIP	0.0638035510615166
GSPT1	0.00033599685180121
GSPT2	0.306889352818371
GSS	0
GSTA1	0.00899687848086066
GSTA2	0
GSTA5	0
GSTCD	0
GSTK1	0.0322556977729162
GSTM4	0
GSTO1	0
GSTO2	0.0880703609089756
GSTP1	0
GSTZ1	0
GSX1	0
GSX2	0
GTDC1	0
GTF2A1	0.0485336196949181
GTF2A2	0.0642029120838808
GTF2B	0
GTF2E1	0
GTF2H1	0
GTF2H3	0.00899687848086066
GTF2I	0
GTF2IRD2	0
GTF3C1	0
GTF3C2	0
GTF3C3	0
GTF3C4	0
GTF3C5	0
GTF3C6	0.000245119291388476
GTPBP2	0.0638035510615166
GTPBP3	0
GTPBP4	0
GTPBP8	0
GTSE1	0
GUCA1A	0.0880703609089756
GUCA1B	0
GUCA1C	0.0728004295423772
GUCD1	0
GUCY1A1	0
GUCY1A2	0
GUCY1B1	0
GUCY2C	0
GUCY2D	0
GUCY2F	0.413361169102297
GUF1	0
GULP1	0
GUSB	0
GXYLT1	0
GYG1	0
GYG2	0.310020876826722
GYPE	0
GYS1	0
GYS2	0
GZF1	0.0543797981684421
GZMA	0
GZMH	0
GZMM	0
H2AFY2	0.000490238582776951
H2AFZ	0.205636743215032
H2BFM	0
H2BFWT	0
H6PD	0
HAAO	0
HABP2	0
HABP4	0
HACD1	0
HACD4	0
HACE1	0.12969645227344
HACL1	0
HADH	0
HADHB	0
HAL	0
HAND2	0
HAO1	0
HAO2	0
HAP1	0
HAPLN3	0
HARS	0
HAS1	0
HAS2	0.000490238582776951
HAS3	0
HAUS1	0.000644480313752693
HAUS4	0
HAUS5	0
HAUS6	0
HAUS8	9.08775604127341e-05
HAVCR1	0
HAVCR2	0
HBA2	0
HBB	0.0638035510615166
HBP1	0.152273272992857
HBS1L	0
HCAR2	0
HCCS	0.103340292275574
HCFC1	1.03131524008351
HCFC1R1	0
HCFC2	0
HCK	0
HCLS1	0
HCN1	0.0731997905647415
HCN3	0
HCN4	0
HCRTR1	0
HCRTR2	0
HDAC1	0
HDAC10	0
HDAC11	0.00899687848086066
HDAC3	0
HDAC4	0
HDAC5	0
HDAC6	0.804801670146139
HDAC8	0.206680584551149
HDAC9	0
HDDC2	0
HDDC3	0
HDGFL3	0.127607102123033
HDHD3	0
HDHD5	0
HDLBP	0
HDX	0.905010438413362
HEATR1	0
HEATR3	0
HEATR4	0
HEATR5A	0
HEATR5B	0
HEATR6	0
HEATR9	0
HECA	0
HECTD1	0
HECTD3	0
HECTD4	0
HECW1	0
HECW2	0.145863486896956
HEG1	0
HELB	0
HELLS	0
HELQ	0
HELT	0
HELZ	0
HEMGN	0
HEMK1	0
HEPACAM2	0
HEPH	0.41231732776618
HEPHL1	0
HERC1	0
HERC2	0
HERC3	0
HERC5	0
HERC6	0
HES1	0
HESX1	0.0625145904340112
HEXA	0
HEY2	0
HEYL	0
HFE	0.00899687848086066
HFM1	0
HGD	0
HGF	0
HGFAC	0
HGH1	0.0242668098474591
HGS	0
HGSNAT	0
HHAT	0
HHATL	0
HHIPL1	0
HHIPL2	0
HHLA1	0
HHLA2	0
HIBADH	0
HIBCH	0
HID1	0
HIF1A	0
HIF3A	0
HIGD1A	0
HIP1	0
HIP1R	0
HIPK1	0
HIPK2	0
HIPK3	0
HIPK4	0
HIRA	0
HIRIP3	0
HIST1H1B	9.08775604127341e-05
HIST1H1C	0
HIST1H1D	0
HIST1H1E	0
HIST1H1T	0
HIST1H2AA	0
HIST1H2AB	0
HIST1H2AD	0
HIST1H2AE	0.167143843337091
HIST1H2AG	0
HIST1H2AH	0.00890600092044793
HIST1H2AI	0
HIST1H2AK	0
HIST1H2AL	0
HIST1H2BB	0.269440294276548
HIST1H2BC	0.191810014206914
HIST1H2BD	0.0242668098474591
HIST1H2BG	0
HIST1H2BH	0.0854015620935521
HIST1H2BJ	0.000245119291388476
HIST1H2BK	9.08775604127341e-05
HIST1H2BO	0
HIST1H3B	0
HIST1H3C	0
HIST1H3D	0.126563260786916
HIST1H3F	0
HIST1H3G	0
HIST1H3I	0
HIST1H4B	0
HIST1H4D	0
HIST1H4J	0.0489329807172823
HIST1H4K	0
HIST1H4L	0
HIST2H2AC	0.0642029120838808
HIST2H2BE	0.41231732776618
HIST2H3D	0
HIST3H2A	0
HIST3H2BB	0
HIST3H3	0
HIST4H4	0
HIVEP1	0
HIVEP2	0
HIVEP3	0
HJURP	0
HJV	0
HK1	0
HK2	0
HK3	0
HKDC1	0
HLA-B	0
HLA-DMB	0
HLA-DOA	0
HLA-DQA2	0
HLA-DQB1	0
HLA-F	0
HLA-G	0
HLCS	0
HLF	0.230947394398607
HLTF	0
HLX	0
HM13	0
HMBOX1	0
HMBS	0
HMCES	0
HMCN1	0
HMG20B	0
HMGA2	0
HMGB1	0.0642029120838808
HMGB2	0.310020876826722
HMGB3	0.103340292275574
HMGB4	0
HMGCLL1	0
HMGCR	0.109023891627259
HMGCS1	0.0465726653638103
HMGCS2	0
HMGN1	0
HMGN2	0.0638035510615166
